model,language,dimension,test,label,effect_size,ci_95_lower,ci_95_upper,p_value,statistic,significant_005,significant_001,p_bonferroni,significant_bonferroni_005
mistral-embed,en,gender,WEAT6_professions,Gender: professions,0.19773681268551846,-0.705476373300492,0.9824594166110934,0.334,0.04726874828338623,False,False,0.668,False
mistral-embed,en,race_ethnicity,WEAT_race_adjectives,Race: adjectives,0.7295945672559608,-0.4909148101144133,1.6244694457879207,0.1384,0.044509708881378174,False,False,0.4152,False
mistral-embed,en,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),-0.13268673329881256,-1.4822396524043413,1.306596794400912,0.5792,-0.013991475105285645,False,False,0.668,False
mistral-embed,en,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.572035307784813,1.3054312890554374,1.8006084383499792,0.0,0.27244436740875244,True,True,0.0,True
mistral-embed,en,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.1332122277017627,0.5971276638370175,1.5879206683462164,0.0018,0.13301992416381836,True,True,0.0072,True
mistral-embed,es,gender,WEAT6_professions,Gender: professions,0.14297418396176192,-0.7249631388738675,0.993463433280814,0.3798,0.029843151569366455,False,False,0.5082,False
mistral-embed,es,race_ethnicity,WEAT_race_moroccan,Race: Moroccan,1.5234857509606123,1.0488541848176327,1.8659025322812535,0.0128,0.10298210382461548,True,False,0.07680000000000001,False
mistral-embed,es,race_ethnicity,WEAT_race_latino,Race: Latin American,0.8355974792966203,-0.3170994463522739,1.8330961259611276,0.0976,0.0327947735786438,False,False,0.3904,False
mistral-embed,es,race_ethnicity,WEAT_race_roma,Race: Roma,0.6474110081347969,-0.5293264152651677,1.7792577179060391,0.1752,0.024544894695281982,False,False,0.5082,False
mistral-embed,es,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.4343838008281544,0.8915996681975144,1.855567480135963,0.018,0.09456157684326172,True,False,0.09,False
mistral-embed,es,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.3402539972769723,0.8250011827548739,1.7540223524088543,0.0008,0.2112140655517578,True,True,0.0056,True
mistral-embed,es,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.2669149999128905,-0.28305450092935724,0.8185493246925793,0.1694,0.07559752464294434,False,False,0.5082,False
mistral-embed,fr,gender,WEAT6_professions,Gender: professions,-0.07531988232071612,-0.814376540754682,1.0290557656946009,0.5582,-0.014348268508911133,False,False,0.7528,False
mistral-embed,fr,race_ethnicity,WEAT_race_maghrebi,Race: Maghrebi,1.286747432584269,0.6850544675830059,1.7395178773510942,0.02,0.0845726728439331,True,False,0.14,False
mistral-embed,fr,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,0.7109584037879592,-0.47237442610185765,1.5901610516676168,0.142,0.03618043661117554,False,False,0.568,False
mistral-embed,fr,race_ethnicity,WEAT_race_muslim,Race: Muslim,1.1789836787919608,0.4164865039545751,1.712297860086702,0.037,0.09175944328308105,True,False,0.22199999999999998,False
mistral-embed,fr,race_ethnicity,WEAT_race_asian,Race: Asian,0.21183662024360608,-1.0056754004882305,1.3770774188411783,0.3764,0.012348353862762451,False,False,0.7528,False
mistral-embed,fr,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.5939399475012407,-0.2653774584765543,1.2263618375388925,0.0894,0.07278937101364136,False,False,0.44699999999999995,False
mistral-embed,fr,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.2269555815464517,-0.34282210936787355,0.7331887407331076,0.209,0.08343476057052612,False,False,0.627,False
mistral-embed,pt,gender,WEAT6_professions,Gender: professions,0.0745302909937648,-0.9098208664704971,0.8478820049997573,0.4246,0.009039044380187988,False,False,1.0,False
mistral-embed,pt,race_ethnicity,WEAT_race_adjectives,Race: adjectives,0.7669779012559867,-0.40239794524537237,1.5504094996233975,0.1102,0.040164053440093994,False,False,0.4408,False
mistral-embed,pt,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),1.0461229499814788,0.156345979477169,1.7370069637644905,0.03,0.05241727828979492,True,False,0.15,False
mistral-embed,pt,race_ibge,IBGE_sentiment_amarela,IBGE: branca/amarela (sent.),0.4494821856127987,-0.46798109912743435,1.364980537864212,0.1956,0.03675264120101929,False,False,0.5868,False
mistral-embed,pt,race_ibge,IBGE_sentiment_parda,IBGE: branca/parda (sent.),0.8402737381122088,0.007598726641209572,1.5382699548919507,0.042,0.06374722719192505,True,False,0.252,False
mistral-embed,pt,race_ibge,IBGE_sentiment_preta,IBGE: branca/preta (sent.),0.9916588761936199,0.2405778847264968,1.5744828115280096,0.0276,0.07730865478515625,True,False,0.19319999999999998,False
mistral-embed,pt,race_ibge,IBGE_sentiment_indigena,IBGE: branca/indígena (sent.),0.3220829581822519,-0.5827777956925498,1.3154328238025996,0.2678,0.025692641735076904,False,False,0.5868,False
mistral-embed,pt,race_ibge,IBGE_status_amarela,IBGE: branca/amarela (status),0.5962197082685395,-0.3522262299103722,1.3521125496292388,0.1166,0.055887460708618164,False,False,0.4664,False
mistral-embed,pt,race_ibge,IBGE_status_parda,IBGE: branca/parda (status),1.1488159773743807,0.5888505026564144,1.603293590680192,0.0052,0.09447091817855835,True,True,0.0416,True
mistral-embed,pt,race_ibge,IBGE_status_preta,IBGE: branca/preta (status),0.7871142409438947,-0.08769815314740323,1.4960363142391533,0.0664,0.07011133432388306,False,False,0.332,False
mistral-embed,pt,race_ibge,IBGE_status_indigena,IBGE: branca/indígena (status),0.3923733794955282,-0.5226102842989054,1.3272765089820744,0.2222,0.03278779983520508,False,False,0.5868,False
mistral-embed,pt,regionalism,WEAT_region_adjectives,Regionalism: adjectives,-0.7182589940030067,-1.4928483092467368,0.21533567121852007,0.9202,-0.04604220390319824,False,False,0.9202,False
mistral-embed,pt,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.15600958639854473,-0.834938097329726,0.9006234198824242,0.3682,0.01627051830291748,False,False,1.0,False
mistral-embed,pt,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,-0.49410655280936433,-1.2133689612342182,0.40190493639268815,0.8688,-0.0419619083404541,False,False,1.0,False
mistral-embed,pt,race_ibge,SEAT_ibge_sentiment_branca_amarela,SEAT IBGE: branca/amarela (sentiment),-0.32034189842859334,-1.093137430996729,0.8124495440376436,0.7362,-0.017945468425750732,False,False,1.0,False
mistral-embed,pt,race_ibge,SEAT_ibge_sentiment_branca_parda,SEAT IBGE: branca/parda (sentiment),0.9394255537047603,0.1626985760438826,1.5251621284993357,0.0326,0.06436681747436523,True,False,0.2282,False
mistral-embed,pt,race_ibge,SEAT_ibge_sentiment_branca_preta,SEAT IBGE: branca/preta (sentiment),0.5894275350185869,-0.3426358961913216,1.5265521470247478,0.1198,0.03436899185180664,False,False,0.7188,False
mistral-embed,pt,race_ibge,SEAT_ibge_sentiment_branca_indígena,SEAT IBGE: branca/indígena (sentiment),-0.07707771385139482,-0.967722375368015,1.007546456891868,0.5696,-0.003824472427368164,False,False,1.0,False
mistral-embed,pt,race_ibge,SEAT_ibge_status_branca_amarela,SEAT IBGE: branca/amarela (status),0.08706581644842432,-1.0945013284823049,0.8519005918090712,0.4324,0.002542853355407715,False,False,1.0,False
mistral-embed,pt,race_ibge,SEAT_ibge_status_branca_parda,SEAT IBGE: branca/parda (status),1.2822741066181247,0.8490125956091727,1.6458857805202962,0.0016,0.051617443561553955,True,True,0.0128,True
mistral-embed,pt,race_ibge,SEAT_ibge_status_branca_preta,SEAT IBGE: branca/preta (status),0.3934132894806324,-0.763119413281176,1.0851304343964858,0.259,0.017730116844177246,False,False,1.0,False
mistral-embed,pt,race_ibge,SEAT_ibge_status_branca_indígena,SEAT IBGE: branca/indígena (status),0.5465436176347722,-0.4273291347700838,1.308980086001139,0.1372,0.015136003494262695,False,False,0.7188,False
multilingual-e5-large,de,gender,WEAT6_professions,Gender: professions,0.8908853956499543,0.17823930566740556,1.4538400406881997,0.024,0.09864675998687744,True,False,0.0534,False
multilingual-e5-large,de,race_ethnicity,WEAT_race_turkish,Race: Turkish,1.446839060441659,1.2032325732340678,1.7696422734320916,0.0054,0.08785456418991089,True,True,0.027000000000000003,True
multilingual-e5-large,de,race_ethnicity,WEAT_race_arab,Race: Arab,1.4634573659573118,1.238387596832631,1.7874746421325194,0.0054,0.08514463901519775,True,True,0.027000000000000003,True
multilingual-e5-large,de,race_ethnicity,WEAT_race_african,Race: African,1.2969253982694573,0.9415862972853111,1.6911348675750042,0.0178,0.08820420503616333,True,False,0.0534,False
multilingual-e5-large,de,race_ethnicity,WEAT_race_easteuropean,Race: Eastern European,1.2908670759297696,0.8599726756471441,1.733992131885113,0.0178,0.06564801931381226,True,False,0.0534,False
multilingual-e5-large,de,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.39666620495475,1.1462587204064427,1.6527138149678489,0.0,0.10688149929046631,True,True,0.0,True
multilingual-e5-large,de,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.8552248591720347,0.38284297215545177,1.2744309070076238,0.0008,0.11370313167572021,True,True,0.0048000000000000004,True
multilingual-e5-large,en,gender,WEAT6_professions,Gender: professions,0.458054122339625,-0.3962107398060271,1.2616506279172843,0.1584,0.05301821231842041,False,False,0.3168,False
multilingual-e5-large,en,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.2327539935979346,0.4724192184855988,1.753298859344555,0.025,0.046928226947784424,True,False,0.07500000000000001,False
multilingual-e5-large,en,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),-1.0703672689237727,-1.821396436826658,0.02669080798608244,0.918,-0.028084754943847656,False,False,0.918,False
multilingual-e5-large,en,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.3987233845532323,1.1553440645050017,1.6503904039011275,0.0,0.20079529285430908,True,True,0.0,True
multilingual-e5-large,en,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.0881726384245327,0.44291067073843726,1.600677445425928,0.0056,0.08321928977966309,True,True,0.0224,True
multilingual-e5-large,es,gender,WEAT6_professions,Gender: professions,-0.26343170367396607,-1.0853767397822758,0.6209217256582383,0.72,-0.02138221263885498,False,False,0.72,False
multilingual-e5-large,es,race_ethnicity,WEAT_race_moroccan,Race: Moroccan,1.633434178314633,1.4394732160108217,1.8573419351648908,0.0054,0.07966053485870361,True,True,0.0324,True
multilingual-e5-large,es,race_ethnicity,WEAT_race_latino,Race: Latin American,1.0306566757774422,0.0204702584903417,1.748049257843908,0.0632,0.035602688789367676,False,False,0.1264,False
multilingual-e5-large,es,race_ethnicity,WEAT_race_roma,Race: Roma,1.2082118801958999,0.440395352623352,1.732093282008763,0.031,0.048774659633636475,True,False,0.093,False
multilingual-e5-large,es,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.6444451004057918,1.4772492436899631,1.849243841373089,0.0054,0.08636748790740967,True,True,0.0324,True
multilingual-e5-large,es,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.2609275377391718,0.7581137654922544,1.6683903189288491,0.0008,0.1149035096168518,True,True,0.0056,True
multilingual-e5-large,es,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.6575878830079728,0.1520943754469837,1.1014639582276935,0.0092,0.09361177682876587,True,True,0.0368,True
multilingual-e5-large,fr,gender,WEAT6_professions,Gender: professions,0.37463976108616337,-0.5366377596203117,1.1066171820617277,0.2006,0.043610453605651855,False,False,0.2006,False
multilingual-e5-large,fr,race_ethnicity,WEAT_race_maghrebi,Race: Maghrebi,1.4331061149485629,1.1897967292393585,1.7498032450533583,0.0054,0.060059964656829834,True,True,0.0378,True
multilingual-e5-large,fr,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.4557142811222097,1.190767329738532,1.7582187800329503,0.0054,0.06817930936813354,True,True,0.0378,True
multilingual-e5-large,fr,race_ethnicity,WEAT_race_muslim,Race: Muslim,1.2827377748401818,0.741652917283741,1.7125100596845575,0.0212,0.060276567935943604,True,False,0.0848,False
multilingual-e5-large,fr,race_ethnicity,WEAT_race_asian,Race: Asian,1.0966384626240984,0.32067156497207044,1.6309798441339014,0.0496,0.04453873634338379,True,False,0.1488,False
multilingual-e5-large,fr,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.8956749793115449,0.2740992583565738,1.3795103950922527,0.0148,0.08573222160339355,True,False,0.07400000000000001,False
multilingual-e5-large,fr,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.4364664972567312,-0.10766127792853468,0.9523352910323074,0.0596,0.09576278924942017,False,False,0.1488,False
multilingual-e5-large,pt,gender,WEAT6_professions,Gender: professions,0.24154060524238433,-0.6561324696720378,1.0513148330157591,0.2954,0.017061233520507812,False,False,0.5908,False
multilingual-e5-large,pt,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.238300412810396,0.32853643349107287,1.8275185725133056,0.031,0.05566483736038208,True,False,0.146,False
multilingual-e5-large,pt,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),0.7057111637203326,-0.41771513729012605,1.3974845809696834,0.1214,0.027663469314575195,False,False,0.36419999999999997,False
multilingual-e5-large,pt,race_ibge,IBGE_sentiment_amarela,IBGE: branca/amarela (sent.),0.3244541978381039,-0.6148673094870232,1.2069280754290208,0.2652,0.023939549922943115,False,False,0.5672,False
multilingual-e5-large,pt,race_ibge,IBGE_sentiment_parda,IBGE: branca/parda (sent.),0.8740269703542338,0.09722983963156576,1.438961806795883,0.0306,0.041693150997161865,True,False,0.2256,False
multilingual-e5-large,pt,race_ibge,IBGE_sentiment_preta,IBGE: branca/preta (sent.),0.981341529529348,0.07550920783187114,1.6911152641620866,0.0282,0.07499116659164429,True,False,0.2256,False
multilingual-e5-large,pt,race_ibge,IBGE_sentiment_indigena,IBGE: branca/indígena (sent.),0.5515017426174392,-0.41201095646940017,1.2420383360010918,0.1418,0.03275501728057861,False,False,0.5672,False
multilingual-e5-large,pt,race_ibge,IBGE_status_amarela,IBGE: branca/amarela (status),0.3405307427790384,-0.6329218898650639,1.137685272188592,0.2468,0.023068130016326904,False,False,0.5672,False
multilingual-e5-large,pt,race_ibge,IBGE_status_parda,IBGE: branca/parda (status),0.8206225239458342,0.03011682749686371,1.4072792670840704,0.0396,0.050956010818481445,True,False,0.23760000000000003,False
multilingual-e5-large,pt,race_ibge,IBGE_status_preta,IBGE: branca/preta (status),0.4963926525041349,-0.5176643375316103,1.271790487322883,0.16,0.03503882884979248,False,False,0.5672,False
multilingual-e5-large,pt,race_ibge,IBGE_status_indigena,IBGE: branca/indígena (status),0.7119649490335848,-0.1809646252465837,1.4043042306215705,0.073,0.047856032848358154,False,False,0.365,False
multilingual-e5-large,pt,regionalism,WEAT_region_adjectives,Regionalism: adjectives,0.6082628932517591,-0.3486709692371531,1.3343322048892574,0.1218,0.021861553192138672,False,False,0.1218,False
multilingual-e5-large,pt,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.8385049630886393,0.08891998020657588,1.4320930583097797,0.0292,0.07289355993270874,True,False,0.146,False
multilingual-e5-large,pt,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,-0.09909507875358997,-0.9630592274109776,0.7963309932695676,0.5852,-0.005208253860473633,False,False,0.5908,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_sentiment_branca_amarela,SEAT IBGE: branca/amarela (sentiment),-0.1608367472445807,-1.059430548549438,0.8752792863843057,0.6366,-0.004487335681915283,False,False,1.0,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_sentiment_branca_parda,SEAT IBGE: branca/parda (sentiment),1.2160830593456333,0.6144832786136613,1.659960173164176,0.007,0.045051634311676025,True,True,0.056,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_sentiment_branca_preta,SEAT IBGE: branca/preta (sentiment),1.1732489963286048,0.40122570797303253,1.747769314883144,0.0096,0.042199015617370605,True,True,0.0672,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_sentiment_branca_indígena,SEAT IBGE: branca/indígena (sentiment),0.1586122853658724,-0.81298439184128,1.139118907601066,0.383,0.003946542739868164,False,False,1.0,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_status_branca_amarela,SEAT IBGE: branca/amarela (status),0.29123929852037556,-0.7290862107867184,1.1724041345984864,0.2858,0.011939764022827148,False,False,1.0,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_status_branca_parda,SEAT IBGE: branca/parda (status),0.8911572503386045,0.09919608409547703,1.511812040554387,0.0398,0.0338820219039917,True,False,0.2388,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_status_branca_preta,SEAT IBGE: branca/preta (status),0.41602026092318634,-0.6282444252619601,1.24247292975501,0.213,0.015640199184417725,False,False,1.0,False
multilingual-e5-large,pt,race_ibge,SEAT_ibge_status_branca_indígena,SEAT IBGE: branca/indígena (status),0.16003449276273132,-0.9143894653555439,1.0515460670169696,0.3838,0.006341040134429932,False,False,1.0,False
openai-large,de,gender,WEAT6_professions,Gender: professions,0.47026940855021243,-0.3698560442307702,1.2624374511176675,0.1578,0.20968708395957947,False,False,0.232,False
openai-large,de,race_ethnicity,WEAT_race_turkish,Race: Turkish,1.3675263575976784,0.9844792942171163,1.7399134593509165,0.0098,0.1655433177947998,True,True,0.0392,True
openai-large,de,race_ethnicity,WEAT_race_arab,Race: Arab,1.4783553506796692,1.2320989843945642,1.7853543856106942,0.0054,0.18409660458564758,True,True,0.027000000000000003,True
openai-large,de,race_ethnicity,WEAT_race_african,Race: African,0.7701352217258648,-0.4073367955479505,1.7212904407428296,0.116,0.12134143710136414,False,False,0.232,False
openai-large,de,race_ethnicity,WEAT_race_easteuropean,Race: Eastern European,1.2112805120396162,0.5061774411476925,1.7102627521020286,0.0336,0.13932889699935913,True,False,0.1008,False
openai-large,de,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.4788111776648882,1.1978840790194414,1.7313447764689818,0.0,0.3232205957174301,True,True,0.0,True
openai-large,de,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.176421331179322,0.8537904177672642,1.452129090767603,0.0,0.6181227117776871,True,True,0.0,True
openai-large,en,gender,WEAT6_professions,Gender: professions,0.4113462462274872,-0.43117414239214136,1.2477166210937083,0.1874,0.20862612128257751,False,False,0.3748,False
openai-large,en,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.044769191895923,0.20819021585649972,1.609853160757088,0.0564,0.11851213872432709,False,False,0.1692,False
openai-large,en,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),-0.05410500471388437,-1.2276650116485377,1.602669143372985,0.5182,0.00552193820476532,False,False,0.5182,False
openai-large,en,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.6739633322735479,1.458071194192254,1.8511961347319354,0.0,0.8702174574136734,True,True,0.0,True
openai-large,en,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.2605325299228667,0.9122489212383368,1.598575762379631,0.0004,0.40850891172885895,True,True,0.0016,True
openai-large,es,gender,WEAT6_professions,Gender: professions,0.4528425659458028,-0.4069538189698565,1.294082149513016,0.1542,0.17989665269851685,False,False,0.4626,False
openai-large,es,race_ethnicity,WEAT_race_moroccan,Race: Moroccan,1.4197660503867722,1.0874519538183451,1.7422202877252781,0.014,0.1726246029138565,True,False,0.07,False
openai-large,es,race_ethnicity,WEAT_race_latino,Race: Latin American,-0.25799326730375716,-1.4324959255775265,0.9941702175705353,0.6492,-0.018025144934654236,False,False,0.6492,False
openai-large,es,race_ethnicity,WEAT_race_roma,Race: Roma,0.5245819486105018,-0.9335582224918042,1.3845996039791542,0.2304,0.042985156178474426,False,False,0.4626,False
openai-large,es,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,1.1983925429171316,0.42198628875426425,1.7263350243116227,0.0348,0.13829979300498962,True,False,0.1392,False
openai-large,es,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.8292686361888904,1.7501086436547872,1.9075167073227468,0.0,0.6948458552360535,True,True,0.0,True
openai-large,es,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.9400217100042585,0.49090550977944875,1.347384876359435,0.0004,0.5239199250936508,True,True,0.0024000000000000002,True
openai-large,fr,gender,WEAT6_professions,Gender: professions,0.6464319731016605,-0.1768771853452782,1.4417891191856207,0.0776,0.27117814123630524,False,False,0.2328,False
openai-large,fr,race_ethnicity,WEAT_race_maghrebi,Race: Maghrebi,1.2277799459810794,0.7699574628915563,1.7028621400860384,0.0186,0.15915288031101227,True,False,0.093,False
openai-large,fr,race_ethnicity,WEAT_race_subsaharan,Race: Sub-Saharan,0.9611199770327722,-0.01832709090279885,1.5787363079299572,0.0832,0.1292732208967209,False,False,0.2328,False
openai-large,fr,race_ethnicity,WEAT_race_muslim,Race: Muslim,1.093088562332097,0.20306902218481623,1.692699082555876,0.0422,0.14299684762954712,True,False,0.1688,False
openai-large,fr,race_ethnicity,WEAT_race_asian,Race: Asian,0.46043406134835047,-1.0546668963464885,1.3839443413088421,0.2398,0.05238591134548187,False,False,0.2398,False
openai-large,fr,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,0.9368521573877976,0.2952182318856548,1.448989682860837,0.0144,0.2926103174686432,True,False,0.0864,False
openai-large,fr,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.6379821055374134,0.12024849778665671,1.0872589283147382,0.011,0.47269320487976074,True,False,0.077,False
openai-large,pt,gender,WEAT6_professions,Gender: professions,0.3130930200717785,-0.5679734913297119,1.1226815742315035,0.2426,0.07393933832645416,False,False,0.2426,False
openai-large,pt,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.4889443627385388,1.266795926792617,1.7841641572423523,0.0054,0.24824562668800354,True,True,0.012,True
openai-large,pt,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),1.435471218379797,1.0811802364294636,1.7649128213395522,0.003,0.16194702684879303,True,True,0.012,True
openai-large,pt,race_ibge,IBGE_sentiment_amarela,IBGE: branca/amarela (sent.),1.290276260281541,0.838771435627371,1.6726338404635668,0.0022,0.38077542185783386,True,True,0.0072,True
openai-large,pt,race_ibge,IBGE_sentiment_parda,IBGE: branca/parda (sent.),1.6626525354826045,1.4218722159148922,1.875826852691651,0.0,0.5462840050458908,True,True,0.0,True
openai-large,pt,race_ibge,IBGE_sentiment_preta,IBGE: branca/preta (sent.),1.4630929133220285,1.1226102965863354,1.7718973946123562,0.0012,0.41007933020591736,True,True,0.005999999999999999,True
openai-large,pt,race_ibge,IBGE_sentiment_indigena,IBGE: branca/indígena (sent.),1.470303499086165,1.0888914202987159,1.7638242362698875,0.0002,0.3298640847206116,True,True,0.0012000000000000001,True
openai-large,pt,race_ibge,IBGE_status_amarela,IBGE: branca/amarela (status),0.8314659595766899,0.016561359053661136,1.396090936469601,0.0424,0.18584024906158447,True,False,0.0424,True
openai-large,pt,race_ibge,IBGE_status_parda,IBGE: branca/parda (status),1.5824449205350795,1.3956146250089065,1.7721056275612397,0.0,0.42574772238731384,True,True,0.0,True
openai-large,pt,race_ibge,IBGE_status_preta,IBGE: branca/preta (status),1.2002189525429174,0.6637605144215624,1.62405028822056,0.0068,0.21657755970954895,True,True,0.0136,True
openai-large,pt,race_ibge,IBGE_status_indigena,IBGE: branca/indígena (status),1.3334160222231581,0.8869596526840574,1.7070323680268153,0.0018,0.23278632760047913,True,True,0.0072,True
openai-large,pt,regionalism,WEAT_region_adjectives,Regionalism: adjectives,0.8415075715967864,-0.06516307927177206,1.54884514709929,0.0438,0.11036595702171326,True,False,0.0438,True
openai-large,pt,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.152213324134603,0.5650766884466295,1.597691003294422,0.003,0.29781322181224823,True,True,0.012,True
openai-large,pt,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.3411946303558064,0.9161932821686043,1.6951304586870144,0.0008,0.25125692784786224,True,True,0.004,True
openai-large,pt,race_ibge,SEAT_ibge_sentiment_branca_amarela,SEAT IBGE: branca/amarela (sentiment),0.9888232868103134,0.35263511826098376,1.45285152141672,0.0188,0.10080906748771667,True,False,0.047400000000000005,True
openai-large,pt,race_ibge,SEAT_ibge_sentiment_branca_parda,SEAT IBGE: branca/parda (sentiment),1.6927182501002902,1.4997854769865795,1.882502811263502,0.0,0.2792590856552124,True,True,0.0,True
openai-large,pt,race_ibge,SEAT_ibge_sentiment_branca_preta,SEAT IBGE: branca/preta (sentiment),1.4926609658637153,1.265363469328727,1.7922539592109386,0.0002,0.15860070288181305,True,True,0.0014,True
openai-large,pt,race_ibge,SEAT_ibge_sentiment_branca_indígena,SEAT IBGE: branca/indígena (sentiment),1.0149629839621943,0.2570569722750899,1.5730419981936763,0.0158,0.09944199025630951,True,False,0.047400000000000005,True
openai-large,pt,race_ibge,SEAT_ibge_status_branca_amarela,SEAT IBGE: branca/amarela (status),0.7665169061883058,-0.15281686744336342,1.4664980925808488,0.0638,0.05610695481300354,False,False,0.0638,False
openai-large,pt,race_ibge,SEAT_ibge_status_branca_parda,SEAT IBGE: branca/parda (status),1.5537455447176018,1.2226553417698447,1.8338607820456483,0.0006,0.26071226596832275,True,True,0.0036,True
openai-large,pt,race_ibge,SEAT_ibge_status_branca_preta,SEAT IBGE: branca/preta (status),1.195585153093742,0.5349149343354374,1.6889614235244115,0.0066,0.09975509345531464,True,True,0.0264,True
openai-large,pt,race_ibge,SEAT_ibge_status_branca_indígena,SEAT IBGE: branca/indígena (status),1.2977262051891896,0.7410964085290828,1.7149934338174657,0.003,0.10912290215492249,True,True,0.015,True
openai-small,de,gender,WEAT6_professions,Gender: professions,0.33396719342563347,-0.5200428261217117,1.212422925599961,0.2276,0.18522153794765472,False,False,0.436,False
openai-small,de,race_ethnicity,WEAT_race_turkish,Race: Turkish,1.1892432963276023,0.33620106947470857,1.7810692784737443,0.0334,0.13880237936973572,True,False,0.1192,False
openai-small,de,race_ethnicity,WEAT_race_arab,Race: Arab,1.3708242897645362,0.7954803944536605,1.8028578169816656,0.009,0.2041054517030716,True,True,0.05399999999999999,False
openai-small,de,race_ethnicity,WEAT_race_african,Race: African,1.4682385429124671,1.0328825890377178,1.7994607163203522,0.0112,0.22890202701091766,True,False,0.056,False
openai-small,de,race_ethnicity,WEAT_race_easteuropean,Race: Eastern European,0.5345858223804828,-0.7082816960928532,1.5798551366285707,0.218,0.06664091348648071,False,False,0.436,False
openai-small,de,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.3690391119374337,0.9752052017935983,1.7574817765364121,0.0,0.41123832762241364,True,True,0.0,True
openai-small,de,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,0.5353733746793566,-0.0018834630296198562,1.0580286874027143,0.0298,0.2896498739719391,True,False,0.1192,False
openai-small,en,gender,WEAT6_professions,Gender: professions,0.45225934350631253,-0.42371663065784704,1.1620543476332263,0.1644,0.2165357619524002,False,False,0.3288,False
openai-small,en,race_ethnicity,WEAT_race_adjectives,Race: adjectives,1.4952630937006888,1.3565435698298283,1.7986950230319207,0.0054,0.35057660937309265,True,True,0.0162,True
openai-small,en,race_ethnicity,SEAT_race_professions,Race: professions (SEAT),-0.3767973737557586,-1.4993617102829837,1.5245451324295896,0.723,-0.020134463906288147,False,False,0.723,False
openai-small,en,sentiment,WEAT1_flowers_insects,Sentiment: flowers/insects,1.6435406799604029,1.3753442594660574,1.849151494998335,0.0,0.9899174869060516,True,True,0.0,True
openai-small,en,sentiment,WEAT2_instruments_weapons,Sentiment: instruments/weapons,1.3262053652172379,0.8438703356048911,1.7155055768177563,0.0006,0.43595387041568756,True,True,0.0024,True
openai-small,es,gender,WEAT6_professions,Gender: professions,-0.08625439136795218,-0.8910919926237275,0.8453079103053149,0.582,-0.04273104667663574,False,False,1.0,False
